0	1275.495511919848	17
1	1481.5199900917394	18
2	1374.0274807409003	24
3	1444.2482862853028	21
4	1621.8268966279381	22
5	1562.0664199916052	16
6	1346.0335875435917	24
7	1530.4567241460484	22
8	1814.1601694081776	18
9	1610.8800594910679	18
10	1596.4893155189088	19
11	1652.2836208177318	22
12	1396.461103080002	21
13	1416.0183205114954	24
14	1819.7956043699332	22
15	1509.7610646828912	17
16	1555.9877863204663	24
17	1210.3567058929766	16
18	1407.5999504349804	18
19	1314.5397708146131	17
20	1515.2283620727508	22
21	1412.5553772644228	25
22	1260.521315334424	13
23	1378.979140746317	15
24	1539.8226526517187	21
25	1748.2656804694034	16
26	1595.1847199156027	32
27	1518.4800099082606	18
28	1468.7928971687986	27
29	1466.9943111293164	15
30	1638.5737577016207	23
31	1476.5027138142598	14
32	1597.978626075841	24
33	1192.9885407553413	19
34	1259.7598707609418	18
35	1368.4236606247312	19
36	1516.6973523461268	20
37	1515.2283620727508	22
38	1667.2551412563587	21
39	1666.9735235916748	20
40	1426.0799603550995	18
41	1539.8226526517185	21
42	1396.5559666558206	16
43	1210.104749811107	13
44	1458.6223866753678	16
45	1268.9601774547152	15
46	1513.996946579141	24
47	1546.99457237458	14
48	1762.8295079802192	21
49	1703.2801092517611	18
